ee	6436863
et	4564033
te	3882682
ae	3643876
eo	3621320
ea	3616429
ei	3581157
ne	3497308
oe	3412180
en	3289048
ie	3281297
ot	3231679
se	3213987
ta	3212146
es	3192858
tt	3177315
at	3104102
to	3086205
re	2967530
it	2922405
er	2822554
aa	2816471
ti	2675357
he	2557900
ia	2485530
ts	2483542
nt	2455981
ao	2455622
oi	2452267
rt	2447168
oa	2445869
st	2406643
na	2397999
oo	2389361
as	2370079
tr	2360632
tn	2348432
io	2324154
sa	2269347
ai	2226096
eh	2210900
no	2177838
el	2170412
an	2152167
ni	2095131
si	2079978
os	2064308
le	1988027
ra	1961119
rn	1955735
ro	1938469
ar	1935089
de	1920437
so	1916417
is	1909811
ii	1908660
in	1889199
nr	1883412
or	1874874
on	1847301
ns	1829544
nn	1816378
th	1796500
ss	1770183
ed	1754690
ir	1727454
sn	1725159
ri	1719637
rs	1638176
ec	1632790
tl	1630127
ht	1595523
sr	1547115
rr	1535076
al	1529486
oh	1481036
lt	1466790
ho	1461255
ha	1460710
ce	1457167
nh	1393913
lo	1387563
dt	1377944
ln	1376806
la	1362587
id	1348619
ut	1311115
ol	1308589
sh	1308241
ue	1307806
ah	1299314
eu	1295680
hn	1287117
cn	1256100
li	1255211
hr	1254524
ad	1252576
do	1251034
td	1246665
da	1243293
il	1241932
hs	1239147
me	1232381
eg	1231167
hi	1225811
od	1224785
ih	1215930
em	1202274
sl	1198122
di	1187826
nl	1172472
tc	1140319
ct	1126903
ye	1107360
ls	1092883
fe	1087069
rh	1080321
ep	1077639
tu	1075741
ac	1055964
dn	1041723
rl	1036601
oc	1036387
ci	1036291
dr	1026931
sd	1007334
lr	1006051
nd	1003297
ef	1000915
ge	991614
tm	982553
ou	973664
au	973570
pe	973515
uo	955300
rd	950335
tf	946898
ma	942574
ey	942550
co	937254
ua	935633
us	930760
ca	926709
nc	916650
hh	915357
tp	910553
ds	909507
ic	908202
om	904976
cr	902783
be	896834
we	896441
nu	895259
lh	887620
iu	887544
am	885277
sc	882445
pn	879380
ew	872561
hl	870116
mt	864612
ag	844980
im	835259
gt	832489
cs	819442
mn	818604
mo	813975
tg	799023
un	789736
ui	766504
rc	756748
su	754394
ga	753396
af	751003
fa	749366
fo	747019
og	746908
op	744716
ap	744683
ty	734551
mi	728887
eb	721904
tw	720626
wo	720597
nm	717010
pt	711658
hu	706620
pi	703344
fi	702917
fr	702221
if	702209
ft	696008
ru	687578
of	684966
ld	681599
oy	677167
go	675845
dh	674718
hd	664198
ps	661790
ip	655795
yo	653956
mr	652717
rm	652543
ur	648999
np	648220
sm	646597
aw	640218
sf	637639
yt	636180
fn	635407
ig	634380
ll	631452
pa	630911
ya	627488
iy	616503
.e	609301
ow	605067
dl	604217
gn	603226
wt	602433
gi	597515
po	590382
yi	584994
wn	581992
yn	573848
wh	567115
iw	566649
ms	561345
ay	561129
wa	558638
tb	555106
hc	554882
e.	548680
ry	548199
gr	543479
,e	542607
ve	540765
sy	531868
nf	530616
rf	520412
pr	517340
uh	517253
sp	516509
ab	512995
cd	512974
ny	512523
gs	511699
rp	510912
sg	507756
bi	507361
fh	505376
lu	504815
nw	503855
ul	501224
lc	499649
ch	497673
mh	496577
ob	496471
pc	492513
bs	489150
yr	487588
ev	486481
wi	480891
cl	477598
e,	476869
pd	473107
cc	471290
dd	470448
sw	468150
ib	466316
ys	465119
fs	465111
ba	463257
bt	463033
hm	461930
bo	461625
du	450205
ek	442610
ud	442594
wr	438339
ws	432016
rw	425634
ng	423792
rg	423593
hp	421508
bn	420006
nb	419779
dc	419026
vt	415295
yl	415115
ke	414730
lg	403646
tv	403516
hg	401915
t.	401330
a.	400662
gh	395684
br	395528
sb	392635
a,	389157
lf	388520
vn	388253
,a	387146
.a	381649
lp	374889
ly	372366
av	367920
iv	365534
vo	357951
rb	356546
hf	355910
lm	355486
fl	349179
,o	347576
.t	344322
va	343055
hw	341933
.o	341773
gl	340350
t,	337000
dm	336679
ov	335066
r.	332236
o.	331989
.i	331471
hy	330902
,i	329291
