ee	5846040
te	4622068
et	4302690
ae	3980215
ea	3955916
eo	3865718
oe	3784781
ie	3567405
ei	3541266
tt	3367761
en	3361785
ne	3350875
se	3251625
es	3207694
to	2960976
at	2949230
er	2916881
it	2914843
ta	2885866
ot	2833996
re	2796961
aa	2685547
ti	2607043
nt	2588610
ao	2583688
oa	2569992
oo	2536684
ai	2424198
tn	2416124
tr	2397560
ia	2396521
ts	2355197
st	2347790
rt	2331776
io	2309882
na	2293006
on	2271697
oi	2268960
eh	2264099
an	2255742
he	2253821
ni	2191046
sa	2135223
ii	2098537
ar	2080325
as	2078408
so	2060858
no	2051530
os	2038121
ra	2037464
le	2032194
el	2021706
in	1982197
or	1968715
nn	1963670
ro	1949798
si	1929632
is	1879314
ir	1875267
de	1875164
ns	1833566
sn	1833296
rn	1827672
ri	1809353
ed	1784064
nr	1780791
th	1769390
ss	1754277
ht	1679250
rs	1648535
tl	1610188
sr	1600326
ah	1567915
lt	1564333
ha	1554588
rr	1516238
ec	1497792
ce	1490442
ue	1456940
ho	1435496
oh	1426366
eu	1407349
dt	1382911
ol	1378125
lo	1377636
al	1375703
la	1360048
td	1356067
hi	1333280
hn	1323245
ih	1305610
hs	1289943
nh	1265364
hr	1260964
sh	1256676
li	1236416
ad	1228011
ct	1221243
tc	1214137
il	1210837
ln	1196886
nl	1193627
da	1191706
me	1186381
em	1182936
rh	1180702
eg	1147794
ef	1146549
tu	1131536
od	1127004
sl	1117974
dn	1099793
ls	1098868
id	1096656
do	1093842
di	1093807
ca	1059901
ut	1049116
lr	1045750
ac	1042018
ey	1036286
sd	1035067
nd	1029817
ua	1029533
ge	1026736
ic	1008806
ep	1001260
ye	997441
fe	996068
rd	994906
pe	990418
oc	989163
rl	983920
au	974576
dr	959968
ci	940178
uo	940169
co	937811
mt	931378
ou	926747
ds	924813
tm	920194
we	910416
lh	910234
iu	899480
nc	887873
cn	885142
ew	879348
ui	868221
am	842584
hh	839770
tp	832920
cs	832469
sc	827869
un	810976
nu	807536
rc	805741
hl	800359
ft	796995
pt	795261
cr	793579
mo	790951
ma	784102
yt	783847
us	775556
gt	770624
om	766003
su	763865
tf	754865
af	746704
fa	739723
pa	738429
eb	725650
ur	725366
dh	723440
mn	717211
im	717154
tg	716025
nm	714589
mi	714169
hd	705930
po	703258
ap	701965
pi	696733
ga	693352
dl	687552
ru	687458
tw	677286
ty	676023
ll	673687
ms	671418
wt	670418
fo	670072
op	666743
be	656397
og	655835
fi	655828
ya	654837
ag	651333
ay	648518
go	641026
nf	637847
ps	633845
fn	633641
pn	632762
gi	631772
ld	630680
of	629477
ip	628269
rm	628081
iy	626736
sg	626617
hc	621487
sm	620274
ng	613409
yo	608111
ow	607757
oy	603044
fs	602083
if	599919
wa	598858
yi	593211
np	585215
aw	581954
sf	581113
wo	580390
dd	580259
ch	577974
gn	574872
rf	571210
sp	564972
gs	564549
mr	562689
ev	562467
ve	562242
sy	561451
uh	558578
.e	557034
cl	554034
tb	551637
bt	547711
hu	545340
e.	537772
lc	529024
lu	527240
fr	527072
rg	526880
ig	517937
iw	517909
nw	517804
rp	511621
gr	510441
ny	508020
mh	507189
yn	506831
,e	501313
bo	500104
ab	498939
ys	497997
ws	495277
wi	493313
ob	491577
e,	485200
sw	480356
hm	467127
ib	466564
ba	465442
rw	461534
bs	458492
cd	453877
ul	453056
ry	452665
bi	452315
dc	450156
yr	449910
du	449262
wn	448273
ml	447528
ud	444805
hf	443981
lm	437827
wr	436585
bn	433102
nb	427067
tv	424604
pr	422993
cc	418283
hp	414933
gh	411449
sb	407416
vt	401215
ph	398856
dm	394798
ke	392602
.t	389744
pl	388169
lf	386908
t.	385581
uc	384718
.a	384505
rb	383862
lp	381384
hw	377754
,a	376084
fl	371487
uu	370273
vo	369851
cu	365155
a.	362578
ek	361561
o.	360487
vn	360421
wh	359570
br	356709
gl	356631
,t	356511
fh	353169
ov	351548
yl	351206
va	349653
yh	349355
av	348279
md	341635
r.	337097
lg	333805
.s	333691
yd	333136
tk	332883
a,	331424
iv	331229
.o	329554
hg	328596
hy	327272
t,	325292
,i	325081
.r	321898
bh	317401
dg	315915
n.	312946
fd	312248
wl	311576
lw	310801
o,	310019
.i	309476
i.	308817
kt	308808
cg	307987
ly	307536
dp	306235
mc	304054
,s	303613
gd	303587
pd	303326
nv	302709
df	294748
cf	294134
vi	293890
cm	292838
r,	292252
wd	291968
sv	290739
hb	290276
um	289701
,n	288719
mu	287598
fc	287024
.n	285114
s.	281633
n,	279948
ka	276703
uf	275786
,o	274420
vs	273973
dy	272211
i,	271998
dw	266829
s,	264729
rv	263377
gu	260770
gc	260714
vr	260540
,r	260052
lb	258149
ak	257742
cp	256574
ko	254857
mm	253701
up	252728
wu	251574
bl	250463
yu	245458
ok	245021
bd	242822
fu	240973
cy	240266
h,	240065
cw	237483
nk	235644
uy	235538
mf	234739
wc	232539
ki	229470
yc	229237
ik	228183
fm	227501
mp	225588
py	225423
pc	224717
h.	222827
uw	219925
gm	219331
fp	219045
.l	218616
e'	215388
db	215335
sk	212953
ks	211248
vh	208276
pu	208272
my	206090
.h	203782
kr	203255
ug	203030
bu	201783
kn	201687
pm	200533
wp	199207
,l	198149
pf	197825
cb	196764
'e	196683
pp	196611
fy	196235
fg	195063
lv	193774
wm	192716
ym	190795
hv	188907
ub	188122
mg	186877
bc	184881
gp	182393
kh	181859
rk	181386
l.	181038
mw	180890
vl	180839
gf	179488
ff	178559
yg	177157
c.	175796
't	174419
t'	174080
dv	172899
,h	172693
bg	169270
gg	168041
d.	166282
yf	166141
pg	163717
yp	163256
l,	162715
ww	161638
'o	161317
yy	160133
vd	158823
c,	158488
mb	158322
hk	156419
pw	154994
,d	154540
gw	154260
lk	154076
wf	153889
gy	152872
.d	152278
bm	150956
fw	150832
wg	150241
.u	148609
a'	148369
'a	145945
wy	145680
d,	145465
'i	141590
u.	139813
yw	139713
bf	139394
0e	137680
'n	137605
vc	134136
kl	133929
uv	133873
.c	132701
gb	132652
fb	130953
o'	130364
i'	129272
bp	128360
pb	127898
yb	127498
wb	127149
s'	127116
e0	126567
p.	126077
dk	125844
cv	125049
.m	124327
e-	123441
-e	123068
,u	122353
vu	121922
u,	121660
,c	120095
's	119953
m.	119842
bw	118795
by	116562
n'	116423
'r	115369
kd	114757
,g	114673
mv	113380
vm	112316
ku	112276
wv	111726
f.	111664
h'	111594
ex	111124
m,	110039
f,	109661
uk	105849
p,	105343
xe	104959
r'	103460
,m	103257
t-	101907
vf	101256
kc	100754
.y	100440
1e	99844
.g	98837
e1	97746
vp	95653
a0	95392
.p	95094
g.	94750
bb	94623
0t	94306
.w	93431
fk	92591
t0	92313
a-	91871
-a	89443
0a	89401
,y	88015
'h	87985
wk	87710
0s	87440
km	87217
gv	87140
fv	86913
-t	86835
,p	86120
o0	85224
ck	85129
g,	84927
je	84890
vg	84239
yk	83167
ej	82711
o-	82656
y.	82463
yv	82449
vw	80396
-i	80336
0o	80330
'l	79597
n0	78756
kg	78498
0i	77646
xt	77441
xc	76893
.f	76856
n-	76783
tx	76497
mk	76166
-n	75241
y,	75191
gk	75006
l'	74789
i-	74507
r0	74316
xn	74040
vy	73976
ox	73949
-o	73747
ax	73666
0n	73163
qn	73089
i0	72658
pv	71576
0r	71452
,w	71373
ix	71357
o1	70851
-r	70835
kp	70760
xo	70303
s-	69774
a1	69582
t1	68583
e9	68495
kw	68437
jt	68251
'd	68130
-s	67679
kf	67380
1t	67197
w.	66658
tj	66522
1a	65533
.b	64883
9e	64851
,f	64811
vb	64787
s0	64608
r-	63962
xi	62602
ky	62532
b.	62376
bv	62334
,b	62099
b,	61598
1o	61298
nx	61122
c'	60476
d'	59676
2e	59393
1s	59282
i1	58709
xa	58171
ja	57530
e2	56859
w,	56808
,,	56779
n1	56647
aj	56243
oj	56224
u'	56215
1i	55554
sx	55512
-l	54964
v.	54660
rx	54590
1n	53527
h-	53465
jo	52380
r1	52281
ij	52013
ji	51796
'y	51672
.v	51563
bk	51101
'c	50814
eq	50043
pk	50000
kb	49994
9a	49182
'u	49167
v,	49114
-d	48842
1r	48808
nj	48369
jn	48236
0h	47851
s1	47830
a9	47687
ez	47592
0l	46907
'g	46797
sj	46592
ze	46549
t9	46494
m'	46409
9t	46275
;e	46235
xs	46113
vv	45916
e;	45328
.k	44941
rj	44815
,v	43572
js	42901
o9	42849
qo	42818
o2	42541
l0	42439
r9	42434
'm	42228
xh	42063
f'	41926
.,	41871
h0	41491
l-	41247
n9	40842
9i	40800
i9	40203
9o	40064
a2	39960
2t	39623
xr	39599
,k	39553
jr	39501
1h	39459
lx	39352
/e	39349
y'	39099
t2	38629
w'	38599
-h	38343
d-	38246
e/	37989
tq	37979
g'	37748
hx	37631
9s	37501
s9	37459
d0	37334
2a	37282
9n	37077
;t	36628
0d	36503
qt	36217
rz	36198
k.	36194
tz	36179
e5	35751
qe	35501
'f	35426
2o	35212
-c	35112
za	35024
9r	35016
kk	34977
5e	34800
jh	34766
k,	34519
0c	34467
-g	34407
p'	34308
az	34187
aq	34111
h1	34094
1l	33988
u0	33836
2s	33778
b'	33416
;a	33329
n2	33268
c0	33261
'p	33236
kv	32760
'w	32729
2i	32598
i2	32594
iq	32440
zt	32429
0u	32335
qa	32295
dx	31946
l1	31534
vk	31383
hj	31311
xd	31297
2n	31068
c-	30891
'b	30843
lj	30817
1d	30401
3e	30216
m0	30214
oz	30128
oq	30126
e4	29908
r2	29854
;o	29754
zo	29729
e3	29598
t;	29529
o;	29525
t/	29520
nq	29372
a;	29286
zi	29124
-m	29077
sq	29005
-u	28944
o/	28799
u-	28581
ux	28575
/t	28402
;i	28126
xy	28086
4e	27849
i;	27686
f-	27456
s2	27435
;s	27431
zs	27253
2r	27157
.'	27086
r;	26917
jl	26909
0m	26783
a5	26749
/a	26667
d1	26392
s;	26390
dj	26167
u1	26024
sz	26020
rq	26017
nz	26008
a/	26007
jd	25942
/o	25938
cx	25799
;r	25749
9h	25688
f0	25675
5t	25521
-p	25458
zn	25290
t5	25278
c1	25139
m-	25133
;n	25128
9l	24939
xl	24903
5s	24877
0f	24653
n;	24527
0p	24347
qi	24270
zr	24248
o5	24065
/s	23920
/i	23782
1c	23734
1u	23707
c9	23635
h9	23570
5o	23455
qs	23421
l9	23407
2h	23155
5a	23128
m1	23034
00	22978
''	22958
iz	22917
i/	22906
5n	22757
ju	22738
,'	22682
cj	22669
jc	22346
g-	22269
r/	22100
'.	22085
a4	22079
xg	22054
a3	21990
d9	21832
hq	21776
p0	21567
e7	21497
uj	21485
g0	21464
o4	21438
t3	21417
7e	21312
,.	21282
4o	21227
e8	21122
n/	21105
o3	21087
1m	21027
0w	20902
s/	20844
5i	20657
xf	20636
8e	20625
/r	20587
t4	20536
b0	20518
3t	20510
/n	20212
0g	20183
i5	20134
r5	20102
-f	20101
90	19919
p-	19884
-y	19817
e6	19801
3a	19759
zh	19640
6e	19628
4t	19618
mx	19615
4a	19605
4i	19536
9d	19533
3o	19526
n5	19395
qr	19379
mj	19323
3s	19158
p1	19032
5r	18965
2l	18890
k'	18691
..	18687
s5	18642
y-	18609
lq	18416
i4	18331
gx	18302
l2	18261
f1	18200
9c	18193
xu	18075
3n	18064
fx	18054
y0	18005
i3	17888
u9	17882
'v	17858
;l	17847
4n	17683
',	17617
0y	17527
wx	17517
3i	17448
v'	17440
h2	17358
n4	17325
;h	17251
2d	17098
n3	17033
fj	16994
h/	16986
4s	16983
zl	16952
-w	16952
g1	16934
jm	16888
1p	16814
m9	16673
yx	16547
d2	16495
1w	16412
w-	16371
b-	16371
r4	16298
lz	16266
0b	16223
xm	16216
-b	16165
s4	16111
xp	16003
jw	15938
r3	15930
jf	15875
h;	15832
jp	15796
gj	15786
1.	15782
1f	15766
a7	15660
7t	15629
l;	15514
px	15513
4r	15475
3r	15422
9u	15404
9m	15401
s3	15359
/l	15357
dq	15341
7a	15179
/h	15158
c;	15026
t7	15010
a8	14980
w0	14947
cz	14885
b1	14743
8t	14721
xw	14708
2c	14699
0.	14597
p9	14565
t8	14545
o7	14519
yj	14510
y1	14421
v0	14416
4l	14345
m2	14341
qc	14227
wj	14207
8a	14155
x.	14139
7o	14133
dz	14110
zd	14072
c2	14012
pj	14006
'k	13951
a6	13831
7n	13823
6t	13759
o6	13730
;d	13718
7s	13621
t6	13580
o8	13536
1y	13523
hz	13482
u2	13458
xb	13430
d;	13409
f9	13372
7i	13372
8o	13370
6a	13341
6o	13307
1g	13165
w1	13162
qh	13048
zc	12989
10	12962
8n	12934
i8	12856
i7	12808
uq	12729
ql	12699
2u	12648
n7	12629
l/	12576
p2	12541
.0	12508
0v	12502
zu	12462
6n	12453
5h	12441
cq	12410
.1	12400
n8	12300
8i	12288
r7	12280
bx	12265
2.	12263
2m	12217
8s	12182
v-	12142
1b	12127
d/	12050
bj	12031
5l	12015
g9	12007
l5	11970
6s	11933
9p	11859
n6	11842
6i	11814
7r	11768
x,	11761
;u	11748
;c	11737
0,	11646
i6	11637
r8	11594
1,	11516
u;	11409
/u	11405
,0	11381
-v	11379
;m	11377
-,	11375
p;	11345
mq	11285
qd	11260
c/	11251
,-	11157
/d	11134
r6	11065
s8	11024
3h	10988
4h	10983
s7	10898
9g	10868
.-	10864
u/	10832
b9	10821
.x	10811
8r	10795
.;	10775
qf	10742
11	10657
l4	10533
9f	10438
jb	10402
m;	10377
f2	10365
h5	10306
l3	10282
6r	10276
g2	10235
j,	10198
9w	10193
gq	10081
d5	10058
vx	10016
2p	10003
y9	9998
--	9984
zm	9961
jy	9933
jg	9920
3l	9883
.j	9827
-.	9816
fz	9810
s6	9791
2w	9778
20	9772
j.	9706
9y	9647
mz	9636
qm	9577
zp	9522
f;	9507
wq	9498
qu	9469
/c	9386
5d	9385
zf	9381
2f	9377
h3	9334
9b	9252
pz	9170
jk	8982
40	8967
q.	8935
h4	8883
uz	8851
3d	8845
m/	8819
fq	8744
01	8739
p/	8697
d3	8681
;g	8670
5c	8622
;y	8620
k-	8576
4d	8569
v1	8562
,j	8529
qp	8495
-k	8487
u5	8432
;p	8396
d4	8390
5u	8375
,x	8349
yz	8340
zw	8309
c5	8307
/y	8304
c4	8267
7h	8264
b2	8253
gz	8236
1v	8229
9.	8216
0k	8194
/m	8192
pq	8100
q,	8094
k0	8092
2,	8056
m5	8022
7l	8012
8h	8004
f5	7947
qb	7936
f/	7927
.2	7913
,1	7863
y2	7805
c3	7763
w9	7700
3c	7659
9,	7602
g;	7560
6h	7539
l7	7512
yq	7501
w2	7494
qw	7488
;w	7466
u4	7416
8l	7402
kx	7374
g/	7355
jv	7347
y/	7344
/w	7289
4c	7282
qg	7281
m4	7242
l8	7239
2g	7208
h7	7202
;f	7176
5m	7092
2b	6991
v9	6985
k1	6982
u3	6887
qy	6843
vj	6841
/g	6807
6l	6781
kj	6777
4u	6775
91	6775
3u	6755
m3	6728
xv	6722
l6	6651
j'	6634
1k	6613
g5	6587
5f	6567
h8	6557
.9	6539
wz	6468
21	6466
/p	6436
y;	6413
f4	6333
zy	6269
3.	6269
d7	6267
p4	6251
5p	6243
7d	6233
02	6230
3m	6204
d8	6149
4.	6142
8d	6082
c7	6075
f3	6074
12	6068
4m	6066
7c	6038
1-	5983
9v	5972
5.	5932
h6	5878
4f	5865
22	5843
zb	5838
j2	5832
zg	5820
bq	5814
2y	5787
6d	5765
/f	5758
09	5721
99	5721
w;	5711
c8	5687
p3	5682
u7	5677
19	5649
,2	5623
g4	5598
bz	5591
w/	5544
3f	5536
;b	5528
d6	5504
50	5494
p5	5491
g3	5490
b;	5477
3p	5445
e=	5444
z,	5401
4p	5396
5w	5346
5g	5338
y5	5304
m7	5286
.5	5277
'-	5273
w5	5266
u8	5262
8c	5262
m6	5223
z.	5192
6c	5144
-0	5140
,z	5135
7u	5064
c6	5056
b/	5005
u6	4967
92	4966
,9	4965
8u	4923
;,	4910
j1	4883
2-	4881
/b	4868
30	4860
7m	4852
m8	4835
w4	4816
.z	4756
05	4733
6u	4730
.3	4687
9k	4662
2v	4647
vz	4640
y4	4597
b5	4587
4w	4583
k9	4570
0-	4555
v2	4551
f7	4551
.q	4547
vq	4544
3w	4531
.4	4442
b4	4425
8m	4423
xk	4371
=e	4338
f6	4331
6m	4277
y3	4266
-'	4266
;v	4264
g7	4228
0'	4226
3,	4216
04	4211
v;	4185
5b	4152
3g	4137
zv	4131
5y	4111
w3	4077
b3	4053
,q	4033
8.	4022
7p	4009
7.	3996
f8	3991
p7	3957
'x	3942
g6	3917
6.	3894
y7	3876
8f	3864
,5	3853
4g	3849
g8	3834
3b	3827
03	3825
5,	3740
4,	3737
8p	3735
15	3720
.7	3680
zk	3679
;k	3672
4b	3649
/k	3621
3y	3600
6f	3599
k2	3591
1'	3577
7f	3569
;.	3557
80	3556
7w	3546
6p	3543
.6	3528
7g	3512
/v	3506
kq	3490
.8	3488
x'	3486
4y	3481
j0	3467
t=	3452
p6	3440
p8	3432
w7	3428
v/	3403
'0	3376
8w	3369
'1	3368
2k	3350
k;	3336
6w	3334
a=	3318
=a	3316
=t	3300
w8	3299
/.	3297
b8	3261
9;	3247
14	3246
13	3245
-1	3236
60	3227
9-	3218
0x	3205
b7	3175
,4	3127
8g	3126
5v	3119
29	3115
-x	3107
70	3101
y6	3091
x0	3086
y8	3076
'j	3064
95	3037
o=	3013
/,	3011
,3	3010
v5	2989
7y	2985
k/	2982
=s	2964
51	2962
08	2918
6g	2894
qv	2891
=o	2886
7b	2870
93	2862
1;	2861
=i	2851
31	2842
07	2831
kz	2799
,;	2795
v4	2776
18	2771
06	2765
94	2763
n=	2756
7,	2752
41	2714
=n	2702
r=	2697
z'	2687
,/	2685
;0	2682
17	2660
w6	2637
i=	2617
v3	2613
,7	2607
6b	2602
8b	2591
b6	2572
16	2546
25	2539
=r	2517
8y	2511
xx	2508
-2	2487
s=	2477
8-	2447
./	2439
0;	2423
';	2418
6y	2417
3-	2410
9'	2393
-9	2388
23	2388
98	2380
24	2362
55	2356
k5	2314
4v	2303
;'	2291
'z	2278
97	2272
3v	2256
4-	2248
81	2248
6,	2246
8,	2245
,8	2240
-j	2202
x-	2202
0j	2198
42	2116
/'	2096
x1	2093
j9	2078
52	2075
k3	2066
,6	2050
96	2049
/0	2046
61	2034
71	2032
k4	2008
jj	2005
32	2005
5k	1995
45	1977
49	1959
1x	1957
qk	1945
44	1938
1j	1930
7v	1900
x9	1891
5-	1887
;;	1886
;1	1883
89	1876
j-	1871
39	1866
//	1860
8v	1791
59	1788
9x	1782
-5	1775
'9	1770
2;	1762
3k	1741
v7	1736
33	1717
82	1712
v8	1709
l=	1699
=h	1691
2'	1669
6v	1637
x;	1636
34	1634
4k	1631
=l	1601
/;	1597
-3	1583
88	1581
-;	1565
v6	1552
'q	1542
;-	1515
'2	1511
35	1506
62	1500
79	1497
h=	1489
-4	1487
k7	1475
d=	1475
26	1449
=c	1439
72	1438
=d	1437
53	1430
x2	1426
54	1415
'/	1408
0q	1394
28	1389
k8	1383
6-	1382
j3	1382
q'	1381
c=	1381
z0	1373
-7	1359
;j	1355
z-	1353
69	1341
-z	1336
27	1336
2x	1330
k6	1328
7k	1321
0/	1314
jx	1305
8k	1301
j7	1293
q-	1279
/1	1275
56	1253
;2	1247
43	1242
1/	1231
9j	1215
xj	1206
7-	1204
6k	1188
j6	1185
0z	1168
9/	1162
-q	1160
j5	1158
-6	1154
-8	1145
85	1126
-/	1109
=u	1107
2j	1104
66	1099
zx	1098
46	1098
77	1094
j4	1093
u=	1076
63	1066
83	1060
64	1060
36	1047
84	1039
58	1038
=m	1037
1q	1016
65	1011
=0	999
m=	995
;9	992
57	990
j;	989
75	989
zz	982
67	982
48	981
x/	975
78	960
74	959
47	953
38	953
z1	951
=f	950
5x	937
5'	931
;x	927
x5	920
37	919
q0	917
/-	906
g=	903
'3	902
j8	901
f=	892
73	891
x4	890
'5	888
1z	881
3'	879
68	878
z9	874
/j	871
=p	870
;3	865
4'	854
86	846
qx	843
87	819
;/	818
'4	812
/x	808
q9	799
x3	796
=g	793
=.	789
w=	783
76	779
p=	778
3x	777
=y	773
2/	764
.=	748
zj	747
=w	746
3;	745
4x	740
7'	737
/5	734
jz	733
/2	722
q;	714
q1	705
;5	700
8'	693
==	691
qj	688
9q	686
0=	682
9z	679
y=	656
4;	652
=,	650
xq	648
'7	647
;4	642
j/	632
8;	628
5;	620
jq	608
/9	607
=b	604
z2	601
,=	582
'8	578
6'	576
2q	569
9=	569
7;	557
