ee	5954549
te	4428507
et	4372720
oe	4011507
ea	3933016
ae	3897502
eo	3804296
ei	3615880
en	3493639
ne	3457329
tt	3441889
ie	3434204
es	3190553
at	3066657
se	3042299
er	2977720
re	2921449
ta	2891522
ot	2871408
to	2812222
aa	2765074
nt	2645902
it	2615883
ti	2612339
oo	2602714
oa	2593454
ao	2550515
ia	2526896
he	2438672
st	2420409
tn	2415784
ai	2405455
tr	2380657
ts	2370275
eh	2335393
oi	2332303
na	2319114
io	2300827
ii	2218408
no	2208814
rt	2187071
an	2167746
sa	2103109
ar	2075309
on	2075100
in	2033795
ni	2031665
si	2022906
ra	2014822
so	2009263
as	2004925
or	1978413
le	1970060
el	1955396
ro	1926444
nn	1914962
ri	1899968
rn	1881304
ed	1877299
os	1873735
is	1866147
ss	1860292
sn	1860209
de	1834142
nr	1797314
th	1796250
ir	1783118
rs	1779031
ns	1704710
sr	1646221
ah	1641837
tl	1631770
lt	1621698
ht	1615830
oh	1601786
ih	1557337
ec	1526766
rr	1511559
al	1488452
ho	1474430
ha	1458072
ce	1453414
ue	1430791
lo	1410773
la	1400170
td	1391687
dt	1367382
eu	1333893
ct	1330473
hr	1271367
hi	1270825
il	1270199
ol	1262248
hs	1247720
hn	1242166
da	1237009
nh	1229666
sh	1224394
em	1222972
li	1190204
nl	1189085
tu	1171994
ad	1163550
do	1157439
sl	1153653
ln	1148597
tc	1146743
ef	1121277
ls	1111464
fe	1109062
od	1086701
id	1083219
dn	1077931
rh	1076552
ut	1067637
ca	1065929
me	1064557
we	1061060
nd	1059449
ac	1059136
di	1055008
pt	1048885
ds	1024984
sd	1022220
lr	1020150
ep	993829
ou	984144
rl	982908
uo	981134
oc	959717
ci	956561
au	954624
co	952281
ic	940632
cn	937747
ye	936049
tm	935630
nc	931605
iu	930793
rd	921306
dr	914511
ua	914141
ge	905014
ey	903179
pe	897874
ew	891046
hl	890582
ma	874132
mt	872558
us	865459
nu	855817
un	853638
ui	847887
eg	846684
cs	842532
tp	831553
rc	812414
lh	812059
tf	795401
sc	795085
mn	779133
am	778060
ft	777722
hh	775840
mo	773745
gt	771552
su	769625
tg	764863
be	761305
im	760683
ap	759277
af	757419
hd	740542
om	737821
ty	727825
eb	726124
go	722878
dh	714159
op	710102
fi	709124
fa	705203
ms	701575
mi	696023
ga	695593
yt	686224
ur	685344
ip	685303
nm	684570
tw	683616
ll	677303
po	669543
ay	668408
wt	665579
cr	658681
ru	658527
of	653593
rg	641028
sm	637263
pa	632577
fn	632544
pi	629363
uh	629063
ld	626879
fo	625191
wa	624348
sf	622668
ya	620077
if	615289
ps	614319
hc	609174
mr	605943
ng	600903
ve	599893
wo	593310
np	593073
fs	591817
dl	591654
aw	591100
gi	590042
e.	586494
bt	585525
.e	580308
fr	580297
pn	578118
ow	576370
dd	575064
ag	573795
yn	571893
yo	567962
sg	565368
yi	565250
rm	562685
gn	561938
nf	561464
hu	561199
tb	561012
rf	556781
og	548139
gs	545026
iy	544144
iw	542481
sp	537904
oy	536581
ny	536443
lc	533797
gr	531678
ry	530246
ab	526838
ev	523397
ch	519327
ys	518245
cl	518042
lu	510054
e,	509918
bn	509394
nw	508864
,e	503063
sy	498540
yr	498535
bo	494361
ba	491821
ws	490892
cd	490435
dc	485979
rp	479488
sw	477158
lg	476980
wr	468875
ob	465589
sb	465225
ig	462278
wi	462182
ul	462136
pr	461502
rw	455418
hm	449528
hg	447395
tv	441427
ib	441382
wn	438378
bi	437898
lm	437811
gh	431781
ml	429091
bs	422579
hp	422577
mh	421641
du	418296
hy	415888
nb	415777
ud	412452
cc	411334
hf	404386
.a	399611
yl	399416
cu	385777
dp	384325
fl	379994
ov	377792
ke	376753
tk	375015
rb	370306
lf	367991
dm	365402
lp	363559
ek	361613
pc	361324
o.	361240
md	359783
.t	358645
ph	357652
uu	356254
yh	355085
t.	354375
br	353603
pl	351190
,a	349766
a.	344753
cy	343789
hw	342973
yd	339379
wh	339335
uc	339041
va	338274
vt	338132
o,	337970
gl	337904
.o	337591
r.	336821
.i	335398
cg	333973
vn	333591
av	331318
vi	331288
vo	327548
.s	326665
ly	324480
,i	319880
lw	317327
,t	317159
a,	315284
i.	314046
df	313608
fc	312571
iv	312286
pm	312147
nv	309288
,s	306198
s.	305972
gd	304932
ak	303583
r,	302804
t,	302264
,n	302066
i,	299563
dy	299365
cf	295713
mc	294599
.r	293747
.n	293737
fh	293620
s,	291684
n.	291215
ok	291001
wl	289489
hb	289206
sv	287824
ka	286297
dg	284239
uf	283497
vs	283452
pd	282564
mg	281466
kt	280487
fd	279340
lb	277712
mm	277361
gc	276864
wu	275838
,o	271906
dw	268515
nk	267027
n,	265064
bh	264709
,r	264209
ko	263393
yc	262384
um	261759
mu	261151
gu	259566
ik	258705
cm	258055
wd	257662
fm	256866
up	255187
uy	252853
vr	246010
gm	242526
db	242109
pu	242015
fu	241370
wg	238569
bd	238027
mf	235350
cp	234895
rv	234784
yu	232062
uw	229062
pg	228646
bl	226569
'e	225112
kr	224357
vl	222434
fg	220463
.l	218025
e'	216621
ki	213625
mp	209152
cw	207757
gg	206675
ks	205797
,l	205029
ug	204760
.h	204632
ym	204627
pf	203390
hv	203322
h.	203197
wc	203032
l.	201239
kn	200375
my	200145
wm	195481
vh	191624
't	190734
ub	189561
fp	188707
mw	188379
cb	188018
ff	185281
hk	183025
c.	181073
gp	180902
l,	180359
lv	180193
yf	178754
,d	178469
gf	176194
sk	175579
,h	174839
yg	174393
yp	171405
kh	171174
h,	170842
dv	168881
c,	168557
bu	166568
gw	163986
bc	163970
fy	158783
pw	158747
yw	158423
gy	158374
wp	157640
vd	156278
'a	155628
mb	155615
rk	153740
t'	152521
.u	152408
d.	152156
'i	151356
0e	151028
fw	149467
wf	148005
u.	147912
.d	145248
bf	145012
kd	144372
py	143693
vc	143310
vy	143049
pp	143040
a'	138797
bm	138014
ww	137863
lk	137653
,c	137415
m.	136975
yy	134865
d,	133842
e0	133648
u,	132995
yb	132789
.c	129631
bp	129140
'n	128782
kl	128339
m,	128288
-e	128193
,u	127414
gb	127310
fb	127255
i'	126861
e-	126234
o'	126066
cv	125237
s'	123874
'o	123594
bg	122342
vu	120407
n'	118738
uv	118562
fv	117242
p.	116816
h'	115193
by	114912
'r	112840
pb	112553
xn	112048
,m	110345
vm	110237
.m	110071
dk	108125
bw	106710
f.	105552
wy	105205
's	105060
ex	104453
wb	104302
ku	104099
g.	104073
p,	102098
kc	101797
r'	101540
vp	101343
.y	99711
yv	99479
mv	98669
wv	98370
.w	96913
t0	96549
,w	96349
e1	96190
uk	96133
xe	94317
a-	94168
t-	93788
1e	92600
a0	92393
km	92039
g,	92029
,g	91526
bb	91401
vf	91357
.p	91013
f,	90885
'l	90510
0a	86888
vg	86712
pv	85933
0t	85927
o-	85656
gv	85518
-a	84436
o0	84233
-t	83974
.g	83842
.f	83634
-o	83217
-n	82907
0o	82767
,y	81624
,p	81326
ej	81258
je	81212
vw	81190
tx	80906
b.	80767
-i	80478
0s	79978
-r	79492
xt	78585
kg	78050
'h	77494
n0	76954
s-	76520
0i	76438
n-	75444
l'	75197
y.	74834
kw	74173
,f	73643
xo	73190
kf	72070
e9	71961
tj	71519
wk	70807
-s	70273
kp	70156
0n	70046
b,	69704
1t	69086
r0	68594
0r	68503
y,	68500
i-	68180
i0	67916
a1	67768
t1	67578
ox	67568
'd	67525
nx	66745
mk	66472
ax	66184
bv	66028
qo	65661
s0	65644
r-	65249
ky	64645
yk	64640
vb	64117
gk	63874
ix	63862
9e	62722
.b	62688
d'	62664
jn	62544
c'	62480
xs	62474
ja	62465
1s	61878
1a	61717
y'	61181
o1	60917
aj	60739
ck	60245
u'	59329
,b	59081
fk	58655
sx	58220
1o	58126
n1	58063
r1	57873
qy	56558
xi	56402
.v	56348
jo	56103
oz	55781
h-	55679
w.	55418
jt	54662
rx	54519
0h	54503
'c	54489
oj	54072
ij	53769
-d	53066
tq	52066
1i	51977
'u	51846
kb	51508
e2	51303
.k	51259
eq	50945
1n	50671
xa	50654
1r	50622
2e	50586
s1	50405
i1	50344
,v	50128
v.	48725
ez	48649
a9	48275
e;	47474
;e	47312
xd	46644
w'	46489
0l	46393
w,	46365
m'	46262
js	46203
nj	46191
,,	46166
1h	46096
9a	45705
v,	45606
'y	45408
sj	45158
rj	44807
'g	44579
i9	44380
t9	44301
9t	44072
bk	43976
ji	43682
o9	43669
pk	43530
a2	42822
'm	42306
ze	42148
vv	41622
d-	41440
r9	41206
t2	41104
qe	40776
-c	40635
l0	40544
-l	40493
2s	39789
l-	39763
0d	39655
e/	39212
n9	39117
s9	38756
2t	38756
xl	38706
9i	38544
5e	38270
9s	38077
h0	37940
/e	37915
9o	37658
-h	37444
jr	37179
g'	37138
9n	36905
xv	36782
'w	36377
lx	36265
k.	36202
d0	36109
2a	35976
f'	35839
aq	35721
xr	35715
p'	35439
0c	35400
k,	35354
kv	35347
cx	35315
dx	35267
.'	34963
.,	34911
1l	34886
'p	34874
tz	34678
9r	34599
kk	34488
hj	34409
e5	34373
hx	34359
za	34322
u0	34280
o2	34086
n2	33867
jl	33842
2o	33336
zs	33049
xh	33032
zt	32926
qn	32869
l1	32791
;a	32690
vk	32682
r2	32554
oq	32539
qi	32514
iq	31742
,k	31641
'f	31612
h1	31465
0u	31140
;t	31025
jy	31009
'k	30946
1d	30454
2n	30192
lj	30192
a;	29994
2r	29851
i2	29806
c-	29799
2h	29336
az	29233
o/	29169
,'	29060
zo	28867
'b	28863
sq	28771
2i	28760
m0	28721
t5	28661
c0	28635
s;	28605
iz	28591
0m	28581
d1	28514
;o	28479
;i	28378
3e	28083
e4	28057
-u	28043
e3	28031
9h	28004
f-	27956
s2	27914
zi	27909
;s	27800
;n	27765
t;	27651
/t	27464
u-	27427
o;	27272
qt	27173
b'	27009
a5	26860
dj	26841
jh	26713
u1	26550
m-	26220
t/	26201
n;	26164
4e	26158
-m	26143
r;	26071
nq	26030
a/	25996
ux	25813
m1	25784
;r	25759
/a	25707
i;	25480
qr	25395
0p	25368
/o	25231
/i	24696
/s	24543
qa	24515
c1	24440
f0	24266
-p	24222
x,	24174
9d	24078
l9	24018
nz	23998
1c	23977
5o	23816
00	23524
xg	23513
g-	23511
o5	23399
1u	23375
90	23223
rq	23046
i/	22922
zr	22906
r/	22826
5t	22715
5a	22564
a4	22476
t4	22451
sz	22341
1m	22302
7e	22272
9l	22234
jd	22230
t3	22135
-g	22055
fx	22013
uj	21877
3t	21866
c9	21851
5s	21825
s/	21820
zn	21807
-f	21790
g0	21747
qs	21688
a3	21637
3s	21636
8e	21438
''	21301
2d	20982
gx	20773
jc	20767
/r	20738
e7	20705
o4	20555
/n	20548
h9	20437
d9	20421
0f	20418
n/	20417
0w	20280
5i	20258
e8	20198
5n	19970
6e	19781
n5	19774
o3	19725
mx	19614
rz	19614
zh	19463
xc	19299
yx	19224
zd	19222
uz	19190
r5	19185
4t	19050
l;	18899
4a	18869
4o	18834
p0	18790
hq	18782
r4	18781
3a	18768
9c	18725
y-	18685
3o	18547
4i	18396
f1	18375
mj	18332
2l	18315
5r	18299
l2	18280
p-	18277
..	18247
e6	18227
i5	18218
4s	18206
s5	18143
jg	18068
lq	18057
k'	18011
-w	17982
n4	17971
u9	17859
y0	17815
10	17762
cj	17681
d2	17660
ju	17650
m9	17626
n3	17618
b0	17614
hz	17610
wx	17464
-y	17405
g1	17373
r3	17332
y1	17281
;l	17004
h/	16787
',	16771
i4	16600
'v	16543
xw	16517
0.	16439
3r	16389
t7	16355
1p	16350
h2	16307
jm	16272
;h	16230
3i	16205
0g	16178
c2	16143
fj	16120
9u	15987
a7	15960
i3	15858
dq	15840
s4	15819
'.	15802
4l	15776
b-	15704
zl	15704
v'	15642
0y	15607
s3	15589
t6	15586
a8	15521
4r	15491
3n	15469
yj	15422
px	15411
b1	15341
t8	15315
0b	15312
9m	15296
1w	15289
gj	15268
-b	15184
/h	15170
p1	15160
u2	15141
xf	15107
mz	15086
w-	14907
xm	14880
.1	14820
7a	14803
xu	14701
c;	14583
40	14542
/l	14521
7t	14513
a6	14426
4n	14417
jw	14413
h;	14402
1f	14392
,.	14327
2c	14150
7o	14029
8a	13777
6s	13773
.0	13760
1.	13683
x.	13681
7s	13679
m2	13615
wj	13588
8t	13577
8o	13510
l/	13496
p9	13455
w0	13396
1y	13375
qd	13335
n7	13290
lz	13285
.x	13254
5h	13249
,-	13222
o7	13209
6a	13177
f9	13111
jp	13093
dz	13049
n8	12962
0,	12914
8s	12898
6t	12877
r7	12876
20	12811
7i	12805
o8	12799
;d	12733
6o	12649
jk	12620
g9	12582
zc	12557
7n	12472
0v	12470
bx	12441
1b	12424
jf	12407
o6	12275
7r	12246
2u	12214
w1	12199
;u	12165
pj	12153
xp	12113
i8	12100
r6	12003
i7	11924
m;	11876
v0	11855
r8	11813
2m	11778
/d	11777
;c	11765
5l	11762
9p	11752
bj	11719
n6	11707
8i	11695
qh	11690
uq	11684
u;	11660
/u	11619
b2	11589
9w	11545
zu	11483
s7	11398
u/	11373
xy	11372
p;	11345
d/	11250
1g	11235
l5	11230
6i	11221
d;	11217
c/	11151
9f	11130
3h	11103
8n	11094
-,	11037
d5	11033
11	11004
zm	11001
.-	10977
;m	10884
-v	10875
,0	10753
l4	10728
cq	10701
f2	10684
9.	10658
6n	10651
qf	10620
zp	10583
